api	method	path	operation_id	in	name	required	schema_type	schema_format	items_type	style	explode	enum	constraints	fingerprint
cloud	POST	/load_balancers/{id}/actions/attach_to_network	attach_load_balancer_to_network	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/load_balancers/{id}/actions/change_algorithm	change_load_balancer_algorithm	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/load_balancers/{id}/actions/change_dns_ptr	change_load_balancer_dns_ptr	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/load_balancers/{id}/actions/change_protection	change_load_balancer_protection	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/load_balancers/{id}/actions/change_type	change_load_balancer_type	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/load_balancers/{id}/actions/delete_service	delete_load_balancer_service	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/load_balancers/{id}/actions/detach_from_network	detach_load_balancer_from_network	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/load_balancers/{id}/actions/disable_public_interface	disable_load_balancer_public_interface	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/load_balancers/{id}/actions/enable_public_interface	enable_load_balancer_public_interface	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/load_balancers/{id}/actions/remove_target	remove_load_balancer_target	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/load_balancers/{id}/actions/update_service	update_load_balancer_service	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/load_balancers/{id}/actions/{action_id}	get_load_balancer_action	path	action_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	293372cabd5bfe7cbac6682fa699c26b1ef93d7bbbde99b04737977e5d12e702
cloud	GET	/load_balancers/{id}/actions/{action_id}	get_load_balancer_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/load_balancers/{id}/metrics	get_load_balancer_metrics	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/load_balancers/{id}/metrics	get_load_balancer_metrics	query	end	yes	string			form	yes	[]	{}	452164ef82c15409816694093a8acd8ec29844bea633ba6fd078e587bc707988
cloud	GET	/load_balancers/{id}/metrics	get_load_balancer_metrics	query	start	yes	string			form	yes	[]	{}	547f107d65ea7f155911719d30492cedc6c1c3e202447cf3dba7ec5f84cbddb9
cloud	GET	/load_balancers/{id}/metrics	get_load_balancer_metrics	query	step	no	string			form	yes	[]	{}	8abad508f1e35f24738e41e32af457e3eedc2c164beef4786d9668dc73c55aef
cloud	GET	/load_balancers/{id}/metrics	get_load_balancer_metrics	query	type	yes	array		string	form	yes	"[""open_connections"",""connections_per_second"",""requests_per_second"",""bandwidth""]"	{}	7a8a4815b3200b227b1feaa888cda22241f7601f11aa170626e6a743b239c70b
cloud	GET	/locations	list_locations	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
cloud	GET	/locations	list_locations	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/locations	list_locations	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/locations	list_locations	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""name"",""name:asc"",""name:desc""]"	{}	0f28e79b305db9e8fbceaa511b4fc26d146218ec85d770b45d282040d366c2e7
cloud	GET	/locations/{id}	get_location	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/networks	list_networks	query	label_selector	no	string			form	yes	[]	{}	34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
cloud	GET	/networks	list_networks	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
cloud	GET	/networks	list_networks	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/networks	list_networks	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/networks	list_networks	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""name"",""name:asc"",""name:desc"",""created"",""created:asc"",""created:desc""]"	{}	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
cloud	GET	/networks/actions	list_networks_actions	query	id	no	array		integer	form	yes	[]	{}	2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
cloud	GET	/networks/actions	list_networks_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/networks/actions	list_networks_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/networks/actions	list_networks_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
cloud	GET	/networks/actions	list_networks_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
cloud	GET	/networks/actions/{id}	get_networks_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	DELETE	/networks/{id}	delete_network	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/networks/{id}	get_network	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	PUT	/networks/{id}	update_network	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/networks/{id}/actions	list_network_actions	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/networks/{id}/actions	list_network_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/networks/{id}/actions	list_network_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/networks/{id}/actions	list_network_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
cloud	GET	/networks/{id}/actions	list_network_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
cloud	POST	/networks/{id}/actions/add_route	add_network_route	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/networks/{id}/actions/add_subnet	add_network_subnet	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/networks/{id}/actions/change_ip_range	change_network_ip_range	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/networks/{id}/actions/change_protection	change_network_protection	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/networks/{id}/actions/delete_route	delete_network_route	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/networks/{id}/actions/delete_subnet	delete_network_subnet	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/networks/{id}/actions/{action_id}	get_network_action	path	action_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	293372cabd5bfe7cbac6682fa699c26b1ef93d7bbbde99b04737977e5d12e702
cloud	GET	/networks/{id}/actions/{action_id}	get_network_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/placement_groups	list_placement_groups	query	label_selector	no	string			form	yes	[]	{}	34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
cloud	GET	/placement_groups	list_placement_groups	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
cloud	GET	/placement_groups	list_placement_groups	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/placement_groups	list_placement_groups	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/placement_groups	list_placement_groups	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""name"",""name:asc"",""name:desc"",""created"",""created:asc"",""created:desc""]"	{}	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
cloud	GET	/placement_groups	list_placement_groups	query	type	no	array		string	form	yes	"[""spread""]"	{}	706bd82154eb96965aff9f669290525544d743cdb2403ec50fe006f7d3756ea4
cloud	DELETE	/placement_groups/{id}	delete_placement_group	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/placement_groups/{id}	get_placement_group	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	PUT	/placement_groups/{id}	update_placement_group	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/primary_ips	list_primary_ips	query	ip	no	string			form	yes	[]	{}	7a5fb42b2579076837e1c31bdeaf3e4f937f250e001b45f5571caaa561d76a51
cloud	GET	/primary_ips	list_primary_ips	query	label_selector	no	string			form	yes	[]	{}	34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
cloud	GET	/primary_ips	list_primary_ips	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
cloud	GET	/primary_ips	list_primary_ips	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/primary_ips	list_primary_ips	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/primary_ips	list_primary_ips	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""created"",""created:asc"",""created:desc""]"	{}	d3d02fb182e976586b958edbe1974252068fa5656b30b5a0d357142fd7d3f6df
cloud	GET	/primary_ips/actions	list_primary_ips_actions	query	id	no	array		integer	form	yes	[]	{}	2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
cloud	GET	/primary_ips/actions	list_primary_ips_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/primary_ips/actions	list_primary_ips_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/primary_ips/actions	list_primary_ips_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
cloud	GET	/primary_ips/actions	list_primary_ips_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
cloud	GET	/primary_ips/actions/{id}	get_primary_ips_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	DELETE	/primary_ips/{id}	delete_primary_ip	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/primary_ips/{id}	get_primary_ip	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	PUT	/primary_ips/{id}	update_primary_ip	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/primary_ips/{id}/actions	list_primary_ip_actions	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/primary_ips/{id}/actions	list_primary_ip_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/primary_ips/{id}/actions	list_primary_ip_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/primary_ips/{id}/actions	list_primary_ip_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
cloud	GET	/primary_ips/{id}/actions	list_primary_ip_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
cloud	POST	/primary_ips/{id}/actions/assign	assign_primary_ip	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/primary_ips/{id}/actions/change_dns_ptr	change_primary_ip_dns_ptr	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/primary_ips/{id}/actions/change_protection	change_primary_ip_protection	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/primary_ips/{id}/actions/unassign	unassign_primary_ip	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/primary_ips/{id}/actions/{action_id}	get_primary_ip_action	path	action_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	293372cabd5bfe7cbac6682fa699c26b1ef93d7bbbde99b04737977e5d12e702
cloud	GET	/primary_ips/{id}/actions/{action_id}	get_primary_ip_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/server_types	list_server_types	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
cloud	GET	/server_types	list_server_types	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/server_types	list_server_types	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/server_types/{id}	get_server_type	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/servers	list_servers	query	label_selector	no	string			form	yes	[]	{}	34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
cloud	GET	/servers	list_servers	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
cloud	GET	/servers	list_servers	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/servers	list_servers	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/servers	list_servers	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""name"",""name:asc"",""name:desc"",""created"",""created:asc"",""created:desc""]"	{}	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
cloud	GET	/servers	list_servers	query	status	no	array		string	form	yes	"[""running"",""initializing"",""starting"",""stopping"",""off"",""deleting"",""migrating"",""rebuilding"",""unknown""]"	{}	f5aed49b93d394b701839ac605453818115eac758ff1f0ae6e2be18b901cc39d
cloud	GET	/servers/actions	list_servers_actions	query	id	no	array		integer	form	yes	[]	{}	2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
cloud	GET	/servers/actions	list_servers_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/servers/actions	list_servers_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/servers/actions	list_servers_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
cloud	GET	/servers/actions	list_servers_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
cloud	GET	/servers/actions/{id}	get_servers_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	DELETE	/servers/{id}	delete_server	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/servers/{id}	get_server	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	PUT	/servers/{id}	update_server	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/servers/{id}/actions	list_server_actions	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/servers/{id}/actions	list_server_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/servers/{id}/actions	list_server_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/servers/{id}/actions	list_server_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
cloud	GET	/servers/{id}/actions	list_server_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
cloud	POST	/servers/{id}/actions/add_to_placement_group	add_server_to_placement_group	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/attach_iso	attach_server_iso	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/attach_to_network	attach_server_to_network	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/change_alias_ips	change_server_alias_ips	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/change_dns_ptr	change_server_dns_ptr	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/change_protection	change_server_protection	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/change_type	change_server_type	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/create_image	create_server_image	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/detach_from_network	detach_server_from_network	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/detach_iso	detach_server_iso	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/disable_backup	disable_server_backup	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/disable_rescue	disable_server_rescue	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/enable_backup	enable_server_backup	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/enable_rescue	enable_server_rescue	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/poweroff	poweroff_server	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
