api	method	path	operation_id	in	name	required	schema_type	schema_format	items_type	style	explode	enum	constraints	fingerprint
cloud	POST	/servers/{id}/actions/poweron	poweron_server	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/reboot	reboot_server	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/rebuild	rebuild_server	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/remove_from_placement_group	remove_server_from_placement_group	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/request_console	request_server_console	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/reset	reset_server	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/reset_password	reset_server_password	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/servers/{id}/actions/shutdown	shutdown_server	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/servers/{id}/actions/{action_id}	get_server_action	path	action_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	293372cabd5bfe7cbac6682fa699c26b1ef93d7bbbde99b04737977e5d12e702
cloud	GET	/servers/{id}/actions/{action_id}	get_server_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/servers/{id}/metrics	get_server_metrics	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/servers/{id}/metrics	get_server_metrics	query	end	yes	string			form	yes	[]	{}	452164ef82c15409816694093a8acd8ec29844bea633ba6fd078e587bc707988
cloud	GET	/servers/{id}/metrics	get_server_metrics	query	start	yes	string			form	yes	[]	{}	547f107d65ea7f155911719d30492cedc6c1c3e202447cf3dba7ec5f84cbddb9
cloud	GET	/servers/{id}/metrics	get_server_metrics	query	step	no	string			form	yes	[]	{}	8abad508f1e35f24738e41e32af457e3eedc2c164beef4786d9668dc73c55aef
cloud	GET	/servers/{id}/metrics	get_server_metrics	query	type	yes	array		string	form	yes	"[""cpu"",""disk"",""network""]"	{}	7619b8a5218218af50cee1c0f6e7155f1e401a36b7568d3317f92f164caf575f
cloud	GET	/ssh_keys	list_ssh_keys	query	fingerprint	no	string			form	yes	[]	{}	2d4d442d914d1345b59807f6744a4a32a23d9af1f28f42c44aa4012bec37b8c9
cloud	GET	/ssh_keys	list_ssh_keys	query	label_selector	no	string			form	yes	[]	{}	34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
cloud	GET	/ssh_keys	list_ssh_keys	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
cloud	GET	/ssh_keys	list_ssh_keys	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/ssh_keys	list_ssh_keys	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/ssh_keys	list_ssh_keys	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""name"",""name:asc"",""name:desc""]"	{}	0f28e79b305db9e8fbceaa511b4fc26d146218ec85d770b45d282040d366c2e7
cloud	DELETE	/ssh_keys/{id}	delete_ssh_key	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/ssh_keys/{id}	get_ssh_key	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	PUT	/ssh_keys/{id}	update_ssh_key	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/volumes	list_volumes	query	label_selector	no	string			form	yes	[]	{}	34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
cloud	GET	/volumes	list_volumes	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
cloud	GET	/volumes	list_volumes	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/volumes	list_volumes	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/volumes	list_volumes	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""name"",""name:asc"",""name:desc"",""created"",""created:asc"",""created:desc""]"	{}	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
cloud	GET	/volumes	list_volumes	query	status	no	array		string	form	yes	"[""available"",""creating""]"	{}	a7cf75ecad5dd03612306486fc0cf01c034abcb7dff2413ccf821104fb155e40
cloud	GET	/volumes/actions	list_volumes_actions	query	id	no	array		integer	form	yes	[]	{}	2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
cloud	GET	/volumes/actions	list_volumes_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/volumes/actions	list_volumes_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/volumes/actions	list_volumes_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
cloud	GET	/volumes/actions	list_volumes_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
cloud	GET	/volumes/actions/{id}	get_volumes_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	DELETE	/volumes/{id}	delete_volume	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/volumes/{id}	get_volume	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	PUT	/volumes/{id}	update_volume	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/volumes/{id}/actions	list_volume_actions	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/volumes/{id}/actions	list_volume_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/volumes/{id}/actions	list_volume_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/volumes/{id}/actions	list_volume_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
cloud	GET	/volumes/{id}/actions	list_volume_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
cloud	POST	/volumes/{id}/actions/attach	attach_volume	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/volumes/{id}/actions/change_protection	change_volume_protection	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/volumes/{id}/actions/detach	detach_volume	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	POST	/volumes/{id}/actions/resize	resize_volume	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/volumes/{id}/actions/{action_id}	get_volume_action	path	action_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	293372cabd5bfe7cbac6682fa699c26b1ef93d7bbbde99b04737977e5d12e702
cloud	GET	/volumes/{id}/actions/{action_id}	get_volume_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	GET	/zones	list_zones	query	label_selector	no	string			form	yes	[]	{}	34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
cloud	GET	/zones	list_zones	query	mode	no	string			form	yes	"[""primary"",""secondary""]"	{}	c10e4d241d4a80e707de2dd7768d79b6bf49242de99cffa5ec1a9c59a10372c7
cloud	GET	/zones	list_zones	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
cloud	GET	/zones	list_zones	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/zones	list_zones	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/zones	list_zones	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""name"",""name:asc"",""name:desc"",""created"",""created:asc"",""created:desc""]"	{}	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
cloud	GET	/zones/actions	list_zones_actions	query	id	no	array		integer	form	yes	[]	{}	2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
cloud	GET	/zones/actions	list_zones_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/zones/actions	list_zones_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/zones/actions	list_zones_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
cloud	GET	/zones/actions	list_zones_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
cloud	GET	/zones/actions/{id}	get_zones_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
cloud	DELETE	/zones/{id_or_name}	delete_zone	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	GET	/zones/{id_or_name}	get_zone	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	PUT	/zones/{id_or_name}	update_zone	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	GET	/zones/{id_or_name}/actions	list_zone_actions	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	GET	/zones/{id_or_name}/actions	list_zone_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/zones/{id_or_name}/actions	list_zone_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/zones/{id_or_name}/actions	list_zone_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
cloud	GET	/zones/{id_or_name}/actions	list_zone_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
cloud	POST	/zones/{id_or_name}/actions/change_primary_nameservers	change_zone_primary_nameservers	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	POST	/zones/{id_or_name}/actions/change_protection	change_zone_protection	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	POST	/zones/{id_or_name}/actions/change_ttl	change_zone_ttl	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	POST	/zones/{id_or_name}/actions/import_zonefile	import_zone_zonefile	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	GET	/zones/{id_or_name}/actions/{action_id}	get_zone_action	path	action_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	293372cabd5bfe7cbac6682fa699c26b1ef93d7bbbde99b04737977e5d12e702
cloud	GET	/zones/{id_or_name}/actions/{action_id}	get_zone_action	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	GET	/zones/{id_or_name}/rrsets	list_zone_rrsets	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	GET	/zones/{id_or_name}/rrsets	list_zone_rrsets	query	label_selector	no	string			form	yes	[]	{}	34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
cloud	GET	/zones/{id_or_name}/rrsets	list_zone_rrsets	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
cloud	GET	/zones/{id_or_name}/rrsets	list_zone_rrsets	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
cloud	GET	/zones/{id_or_name}/rrsets	list_zone_rrsets	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
cloud	GET	/zones/{id_or_name}/rrsets	list_zone_rrsets	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""name"",""name:asc"",""name:desc"",""created"",""created:asc"",""created:desc""]"	{}	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
cloud	GET	/zones/{id_or_name}/rrsets	list_zone_rrsets	query	type	no	array		string	form	yes	"[""A"",""AAAA"",""CAA"",""CNAME"",""DS"",""HINFO"",""HTTPS"",""MX"",""NS"",""PTR"",""RP"",""SOA"",""SRV"",""SVCB"",""TLSA"",""TXT""]"	{}	97d2935f440904c3812369979dd4dabcf35043393c7fef16a48c5d2536f6dedf
cloud	POST	/zones/{id_or_name}/rrsets	create_zone_rrset	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	DELETE	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}	delete_zone_rrset	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	DELETE	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}	delete_zone_rrset	path	rr_name	yes	string			simple	no	[]	{}	26bdb8aba7c15011fa64dec574fb17b250c9d03b05b8752302940d7e2ddd23ed
cloud	DELETE	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}	delete_zone_rrset	path	rr_type	yes	string			simple	no	"[""A"",""AAAA"",""CAA"",""CNAME"",""DS"",""HINFO"",""HTTPS"",""MX"",""NS"",""PTR"",""RP"",""SOA"",""SRV"",""SVCB"",""TLSA"",""TXT""]"	{}	516a64dab938e4b468d9269e6b43f06a34515802f6297fc58a165981bf64c51c
cloud	GET	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}	get_zone_rrset	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	GET	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}	get_zone_rrset	path	rr_name	yes	string			simple	no	[]	{}	26bdb8aba7c15011fa64dec574fb17b250c9d03b05b8752302940d7e2ddd23ed
cloud	GET	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}	get_zone_rrset	path	rr_type	yes	string			simple	no	"[""A"",""AAAA"",""CAA"",""CNAME"",""DS"",""HINFO"",""HTTPS"",""MX"",""NS"",""PTR"",""RP"",""SOA"",""SRV"",""SVCB"",""TLSA"",""TXT""]"	{}	516a64dab938e4b468d9269e6b43f06a34515802f6297fc58a165981bf64c51c
cloud	PUT	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}	update_zone_rrset	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	PUT	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}	update_zone_rrset	path	rr_name	yes	string			simple	no	[]	{}	26bdb8aba7c15011fa64dec574fb17b250c9d03b05b8752302940d7e2ddd23ed
cloud	PUT	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}	update_zone_rrset	path	rr_type	yes	string			simple	no	"[""A"",""AAAA"",""CAA"",""CNAME"",""DS"",""HINFO"",""HTTPS"",""MX"",""NS"",""PTR"",""RP"",""SOA"",""SRV"",""SVCB"",""TLSA"",""TXT""]"	{}	516a64dab938e4b468d9269e6b43f06a34515802f6297fc58a165981bf64c51c
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/add_records	add_zone_rrset_records	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/add_records	add_zone_rrset_records	path	rr_name	yes	string			simple	no	[]	{}	26bdb8aba7c15011fa64dec574fb17b250c9d03b05b8752302940d7e2ddd23ed
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/add_records	add_zone_rrset_records	path	rr_type	yes	string			simple	no	"[""A"",""AAAA"",""CAA"",""CNAME"",""DS"",""HINFO"",""HTTPS"",""MX"",""NS"",""PTR"",""RP"",""SOA"",""SRV"",""SVCB"",""TLSA"",""TXT""]"	{}	516a64dab938e4b468d9269e6b43f06a34515802f6297fc58a165981bf64c51c
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/change_protection	change_zone_rrset_protection	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/change_protection	change_zone_rrset_protection	path	rr_name	yes	string			simple	no	[]	{}	26bdb8aba7c15011fa64dec574fb17b250c9d03b05b8752302940d7e2ddd23ed
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/change_protection	change_zone_rrset_protection	path	rr_type	yes	string			simple	no	"[""A"",""AAAA"",""CAA"",""CNAME"",""DS"",""HINFO"",""HTTPS"",""MX"",""NS"",""PTR"",""RP"",""SOA"",""SRV"",""SVCB"",""TLSA"",""TXT""]"	{}	516a64dab938e4b468d9269e6b43f06a34515802f6297fc58a165981bf64c51c
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/change_ttl	change_zone_rrset_ttl	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/change_ttl	change_zone_rrset_ttl	path	rr_name	yes	string			simple	no	[]	{}	26bdb8aba7c15011fa64dec574fb17b250c9d03b05b8752302940d7e2ddd23ed
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/change_ttl	change_zone_rrset_ttl	path	rr_type	yes	string			simple	no	"[""A"",""AAAA"",""CAA"",""CNAME"",""DS"",""HINFO"",""HTTPS"",""MX"",""NS"",""PTR"",""RP"",""SOA"",""SRV"",""SVCB"",""TLSA"",""TXT""]"	{}	516a64dab938e4b468d9269e6b43f06a34515802f6297fc58a165981bf64c51c
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/remove_records	remove_zone_rrset_records	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/remove_records	remove_zone_rrset_records	path	rr_name	yes	string			simple	no	[]	{}	26bdb8aba7c15011fa64dec574fb17b250c9d03b05b8752302940d7e2ddd23ed
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/remove_records	remove_zone_rrset_records	path	rr_type	yes	string			simple	no	"[""A"",""AAAA"",""CAA"",""CNAME"",""DS"",""HINFO"",""HTTPS"",""MX"",""NS"",""PTR"",""RP"",""SOA"",""SRV"",""SVCB"",""TLSA"",""TXT""]"	{}	516a64dab938e4b468d9269e6b43f06a34515802f6297fc58a165981bf64c51c
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/set_records	set_zone_rrset_records	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/set_records	set_zone_rrset_records	path	rr_name	yes	string			simple	no	[]	{}	26bdb8aba7c15011fa64dec574fb17b250c9d03b05b8752302940d7e2ddd23ed
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/set_records	set_zone_rrset_records	path	rr_type	yes	string			simple	no	"[""A"",""AAAA"",""CAA"",""CNAME"",""DS"",""HINFO"",""HTTPS"",""MX"",""NS"",""PTR"",""RP"",""SOA"",""SRV"",""SVCB"",""TLSA"",""TXT""]"	{}	516a64dab938e4b468d9269e6b43f06a34515802f6297fc58a165981bf64c51c
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/update_records	update_zone_rrset_records	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/update_records	update_zone_rrset_records	path	rr_name	yes	string			simple	no	[]	{}	26bdb8aba7c15011fa64dec574fb17b250c9d03b05b8752302940d7e2ddd23ed
cloud	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/update_records	update_zone_rrset_records	path	rr_type	yes	string			simple	no	"[""A"",""AAAA"",""CAA"",""CNAME"",""DS"",""HINFO"",""HTTPS"",""MX"",""NS"",""PTR"",""RP"",""SOA"",""SRV"",""SVCB"",""TLSA"",""TXT""]"	{}	516a64dab938e4b468d9269e6b43f06a34515802f6297fc58a165981bf64c51c
cloud	GET	/zones/{id_or_name}/zonefile	get_zone_zonefile	path	id_or_name	yes	string			simple	no	[]	{}	d7d9fc8be3f2fa51d45f01d462798d074e8180754e6deda63fa1f67a6905884b
hetzner	GET	/storage_box_types	list_storage_box_types	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
hetzner	GET	/storage_box_types	list_storage_box_types	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
hetzner	GET	/storage_box_types	list_storage_box_types	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
hetzner	GET	/storage_box_types/{id}	get_storage_box_type	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	GET	/storage_boxes	list_storage_boxes	query	label_selector	no	string			form	yes	[]	{}	34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
hetzner	GET	/storage_boxes	list_storage_boxes	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
