api	method	path	tag	operation_id	deprecated	pagination	sorting	action	fingerprint
cloud	POST	/load_balancers/{id}/actions/change_algorithm	Load Balancer Actions	change_load_balancer_algorithm	no	no	no	starts-action	2a9c7658a4e1c4ca97cfb3eb238ae6d01a97e447f03daa9a2671687647c0a70d
cloud	POST	/load_balancers/{id}/actions/change_dns_ptr	Load Balancer Actions	change_load_balancer_dns_ptr	no	no	no	starts-action	ac39bd7ee4a0b6a4a5a440c4c117b427ed864bd31b6505dfa5dbaa106b46b3df
cloud	POST	/load_balancers/{id}/actions/change_protection	Load Balancer Actions	change_load_balancer_protection	no	no	no	starts-action	e2067e19e18226f3879fbe581898a38cf0c4f27b6baf90c2f15ee86d54ad5461
cloud	POST	/load_balancers/{id}/actions/change_type	Load Balancer Actions	change_load_balancer_type	no	no	no	starts-action	6bb9ded32efe2911f5ecc00b4ff54e3f76e4524b3bb6d7d63178af2912b5b0f5
cloud	POST	/load_balancers/{id}/actions/delete_service	Load Balancer Actions	delete_load_balancer_service	no	no	no	starts-action	6b9969983ef09c6875b9fe5815023b463f594e42b6f0e28bcb0b1761ade7545d
cloud	POST	/load_balancers/{id}/actions/detach_from_network	Load Balancer Actions	detach_load_balancer_from_network	no	no	no	starts-action	d24ad77c0a2ff07ab59426cdf3d8c6df38b22515c4ffd0342ec367144b0e7c45
cloud	POST	/load_balancers/{id}/actions/disable_public_interface	Load Balancer Actions	disable_load_balancer_public_interface	no	no	no	starts-action	03e5c4bf9c71038ace8a89e15445ed8f3542d77509dde7cb90f853f59c0d2e74
cloud	POST	/load_balancers/{id}/actions/enable_public_interface	Load Balancer Actions	enable_load_balancer_public_interface	no	no	no	starts-action	f7fa06861be51f0921526121d5c151cb974c458859efa746f537daff0e716669
cloud	POST	/load_balancers/{id}/actions/remove_target	Load Balancer Actions	remove_load_balancer_target	no	no	no	starts-action	b37ec680ad065d6623ea58e1b33a2736572197ee5d9ee287d948861b1f0305fb
cloud	POST	/load_balancers/{id}/actions/update_service	Load Balancer Actions	update_load_balancer_service	no	no	no	starts-action	b5bf5ae13abcabf689f976412393edac0754fc752546a86f0d9b83d74349b7d9
cloud	GET	/load_balancers/{id}/actions/{action_id}	Load Balancer Actions	get_load_balancer_action	yes	no	no	resource-action-get	a898cc8b5f72d9a90287004ab7298a8a510959b841bf1af8fafe68434aadd5a2
cloud	GET	/load_balancers/{id}/metrics	Load Balancers	get_load_balancer_metrics	no	no	no	none	90e5ced945ec1b97df139ccbb7906cfe350da5a677e4df8ad1bbda5eab6be3a4
cloud	GET	/locations	Locations	list_locations	no	yes	yes	none	153c3132ab7aada728a6b285fd34eb33b355a95fea2d3cd2f810a315b4519f81
cloud	GET	/locations/{id}	Locations	get_location	no	no	no	none	145e54600a1bbc4aeda53747c1814e3032314844570fca177cee6fc9aa75cb64
cloud	GET	/networks	Networks	list_networks	no	yes	yes	none	90b73664c367c128a65d8bf9157a59e766e1aa836b8b89c8c9d04ff11376259d
cloud	POST	/networks	Networks	create_network	no	no	no	none	a749533bc42cf178cf34f4a6dd623ec3b774bb482f28eb60c07ca06ce12ea39e
cloud	GET	/networks/actions	Network Actions	list_networks_actions	no	yes	yes	action-list	a3a1d0805defba214c5683c761278471d561af4eacd73e56143d4839e043862b
cloud	GET	/networks/actions/{id}	Network Actions	get_networks_action	no	no	no	action-get	a27c8db4e6cfc36eb95748bc3009ac80abd4324c0bda93dde520a5b9bce8a8fb
cloud	DELETE	/networks/{id}	Networks	delete_network	no	no	no	none	2ee9fbd3d026987e15dc291e010a31cf9325f083d7b5f0e36bed7beb5d26bd96
cloud	GET	/networks/{id}	Networks	get_network	no	no	no	none	f9d07bab932ed18f00455b8e27cca924e6c7cc2fff0d03dffb74d34f5fc5faf5
cloud	PUT	/networks/{id}	Networks	update_network	no	no	no	none	fbff9c6a5ade3c20f1df7e45fd6f7aba740345e52fbc4cefabeaee221696d0dc
cloud	GET	/networks/{id}/actions	Network Actions	list_network_actions	no	yes	yes	action-list	544ba4053d519c0c7c55d27cb9323f5d255ba638b31e396048af1c8346f6997c
cloud	POST	/networks/{id}/actions/add_route	Network Actions	add_network_route	no	no	no	starts-action	50fb72f0f5c7aa2b27e92ced06be127e8ca013b06287be4d6b4b37db8084bcbb
cloud	POST	/networks/{id}/actions/add_subnet	Network Actions	add_network_subnet	no	no	no	starts-action	b8ddd138046d22d925a1b488373b8324f0e814eca00b72ba8255c48047eeecbb
cloud	POST	/networks/{id}/actions/change_ip_range	Network Actions	change_network_ip_range	no	no	no	starts-action	299924563304b1255116338bba46ee14f0f267f242055223f2deec2297a4b24c
cloud	POST	/networks/{id}/actions/change_protection	Network Actions	change_network_protection	no	no	no	starts-action	62f7ffc2116eddcc4afd6d4e247bfb85d59ac397f84858fde334bb564ee824c8
cloud	POST	/networks/{id}/actions/delete_route	Network Actions	delete_network_route	no	no	no	starts-action	0f16c615907d77ff45a2844c98194cf98f87af1293601ff5a9b8ecba52a5ea9e
cloud	POST	/networks/{id}/actions/delete_subnet	Network Actions	delete_network_subnet	no	no	no	starts-action	64b2a49aa37e7d5531c1a926dd7cf3a56f91db02fc6bcdb72c6bea4dc85d9655
cloud	GET	/networks/{id}/actions/{action_id}	Network Actions	get_network_action	yes	no	no	resource-action-get	0e94ea4a1ccd8a2d0ea913d9e193651e7dbf9e2a806f08a964a40056e3e7ff31
cloud	GET	/placement_groups	Placement Groups	list_placement_groups	no	yes	yes	none	1e47605a9e4be97c2733606bb4d0eac9cd54db4d886dbebf263d059bd5f0dd0b
cloud	POST	/placement_groups	Placement Groups	create_placement_group	no	no	no	none	42a8a1964ea6c09a60324b793958774dbad8edbdd041be11562a8d438f140e65
cloud	DELETE	/placement_groups/{id}	Placement Groups	delete_placement_group	no	no	no	none	0ce7449cd474e470da170cd878a7e5a0189eb4990989568ce2a9c9367d1b540a
cloud	GET	/placement_groups/{id}	Placement Groups	get_placement_group	no	no	no	none	471c725cf4badc0f97427dd4935048552b6ce2fbdf118a30168675a06ee2a66d
cloud	PUT	/placement_groups/{id}	Placement Groups	update_placement_group	no	no	no	none	230228a82d682ec952499bdf158e0251c3c60bd8dc985038132c75d3d784cb44
cloud	GET	/pricing	Pricing	get_pricing	no	no	no	none	34b707833028b852ff5b6b12368e21a1c49eb6d04e0c44d395cd436fe4b8f5f2
cloud	GET	/primary_ips	Primary IPs	list_primary_ips	no	yes	yes	none	8e89cefd48ce4513b52a4e8456bde3c6f828e9e71d93e438e1b1005e6347675c
cloud	POST	/primary_ips	Primary IPs	create_primary_ip	no	no	no	none	421d74e0fa59052bdef71603f89b972d445effd0b31e6710de4886c5b0bfb1cd
cloud	GET	/primary_ips/actions	Primary IP Actions	list_primary_ips_actions	no	yes	yes	action-list	ab38ceb032421c940701475d94b83c81912c77034dfbdfa31f28306158a28607
cloud	GET	/primary_ips/actions/{id}	Primary IP Actions	get_primary_ips_action	no	no	no	action-get	4f6650f762fd1527f965c53ffba55d4413a8bfbf0bf1de90f542106a3ca5f11d
cloud	DELETE	/primary_ips/{id}	Primary IPs	delete_primary_ip	no	no	no	none	48867d1e4815882d7137fe886c6aaeb181a07a07084922dce57e7b249dd5507c
cloud	GET	/primary_ips/{id}	Primary IPs	get_primary_ip	no	no	no	none	d44e15b9939a4f9207e6c9752973617e18f92eced1780b241e19baadd63ef6c1
cloud	PUT	/primary_ips/{id}	Primary IPs	update_primary_ip	no	no	no	none	dc5744c2c6f0fefced31407fe232151b6d558b27fab2d37467cf906b0d937289
cloud	GET	/primary_ips/{id}/actions	Primary IP Actions	list_primary_ip_actions	no	yes	yes	action-list	9e04db97569bc13ec4106877ec9fe1fd8808cdb48d3cedac6fbff798f441d2a9
cloud	POST	/primary_ips/{id}/actions/assign	Primary IP Actions	assign_primary_ip	no	no	no	starts-action	46990f9942ca838fa0006e839af52e3d75590b552162e4803f15df232f184fb0
cloud	POST	/primary_ips/{id}/actions/change_dns_ptr	Primary IP Actions	change_primary_ip_dns_ptr	no	no	no	starts-action	f0e20e8e5aaa63b951542bb29e692353ead579211e631dc0be587455da23ab1c
cloud	POST	/primary_ips/{id}/actions/change_protection	Primary IP Actions	change_primary_ip_protection	no	no	no	starts-action	2d501df3cd48d7a77c5d54942ca131e0a30249f44326340f0c8c30c89a48d216
cloud	POST	/primary_ips/{id}/actions/unassign	Primary IP Actions	unassign_primary_ip	no	no	no	starts-action	804c7f1cab0f7b6bc522b9b71d977547baa3f88c07bcf85e58bc2ef3db82d1c3
cloud	GET	/primary_ips/{id}/actions/{action_id}	Primary IP Actions	get_primary_ip_action	yes	no	no	resource-action-get	865c3c2c1e6c0d6b0adcb64b0208b9afd76368454b22dfe3ccd457af77a4d0a9
cloud	GET	/server_types	Server Types	list_server_types	no	yes	no	none	9bee9582bcb7853fc873a8cc3c5abd943bcb9566e83faabaed39a22cc8e0562c
cloud	GET	/server_types/{id}	Server Types	get_server_type	no	no	no	none	c3c92bd8f40f9b9ad308797b6d6aff164c2cb02ab5e4a09bf21e7cae434810ec
cloud	GET	/servers	Servers	list_servers	no	yes	yes	none	19f9756e845428b75053faba112693d02a6f55a788317c2653a0fc721dc94315
cloud	POST	/servers	Servers	create_server	no	no	no	none	fd737468cca8308c77d1dd2fe789346181aa6f85ac096b34792b63f325e24e0c
cloud	GET	/servers/actions	Server Actions	list_servers_actions	no	yes	yes	action-list	dd560fcc6efeac2667d495812a5299381b9ddef530e13bb9923e9d6d45ac0c49
cloud	GET	/servers/actions/{id}	Server Actions	get_servers_action	no	no	no	action-get	cbbf906f1dfb9bcde52ac7b1612becfefd0bc63823dd17d9736cc2c6fd527177
cloud	DELETE	/servers/{id}	Servers	delete_server	no	no	no	none	e67b1d6a658fd9996cdf7b8592f9b3a3852d08b940582a8382f9f69a9cff1075
cloud	GET	/servers/{id}	Servers	get_server	no	no	no	none	643c0f119a46bc027bd3858857b71a29662ec08be2b5863bfd357027b13d9729
cloud	PUT	/servers/{id}	Servers	update_server	no	no	no	none	34c053a28039f2bb73bcdf15f23084b8d3127cb8f11156de3553a42b1cb9912c
cloud	GET	/servers/{id}/actions	Server Actions	list_server_actions	no	yes	yes	action-list	4f9cb05844a2233ab832498b65f3d5f6d12651cee7eb7ccf8fc6c0781f76317d
cloud	POST	/servers/{id}/actions/add_to_placement_group	Server Actions	add_server_to_placement_group	no	no	no	starts-action	d0d9d86e9e04b4e80e96d19968270c06f678830cf55e729ec0b2884509b81440
cloud	POST	/servers/{id}/actions/attach_iso	Server Actions	attach_server_iso	no	no	no	starts-action	ce0d3cfa87fdd0c0bc2613819f0fa54d18ce7ca3b91c48b324923c3beb38833f
cloud	POST	/servers/{id}/actions/attach_to_network	Server Actions	attach_server_to_network	no	no	no	starts-action	dad74b31775827b774bbdc00add76210d0860e8629c418be7e069cfa1d3e0e50
cloud	POST	/servers/{id}/actions/change_alias_ips	Server Actions	change_server_alias_ips	no	no	no	starts-action	7f3503de526698c8a5158a025bf22549b7230541e97a430a73cf65bf9ecaf53f
cloud	POST	/servers/{id}/actions/change_dns_ptr	Server Actions	change_server_dns_ptr	no	no	no	starts-action	aecd85736d066acbd69dc3e9a35f0ba9dada72d9e82acf354bc3d138e8bc2ad5
cloud	POST	/servers/{id}/actions/change_protection	Server Actions	change_server_protection	no	no	no	starts-action	79cde9e0b144f56c520f7f4977c49c79608c8a75cb894fc4f90aa73ac1b4fff4
cloud	POST	/servers/{id}/actions/change_type	Server Actions	change_server_type	no	no	no	starts-action	b3132574502c127385c743230e9bd07eedd11abfe9c5abeba1a98811cf01b9b9
cloud	POST	/servers/{id}/actions/create_image	Server Actions	create_server_image	no	no	no	starts-action	5d9636053c9913ba3d6db800b535f47b211136ec3714a1b760f3b29ff800929d
cloud	POST	/servers/{id}/actions/detach_from_network	Server Actions	detach_server_from_network	no	no	no	starts-action	f671d4adfc789add462ac4fa68cd66f0f07f220754c6153415f74fc47d8f99bd
cloud	POST	/servers/{id}/actions/detach_iso	Server Actions	detach_server_iso	no	no	no	starts-action	0c626e52531f026304016fd9b31dc188cbe1a5e01050481d426b79ef548701e1
cloud	POST	/servers/{id}/actions/disable_backup	Server Actions	disable_server_backup	no	no	no	starts-action	719da24f53e342eae0ad4cfa3e95b9ab0d15ddd89b3874b7bf5809b0deb777a6
cloud	POST	/servers/{id}/actions/disable_rescue	Server Actions	disable_server_rescue	no	no	no	starts-action	fe6b0ba1d47a9340e49a5549b2b69be04f42c36af2366fde82c0f8a98df5c26c
cloud	POST	/servers/{id}/actions/enable_backup	Server Actions	enable_server_backup	no	no	no	starts-action	ed2c356aa7a944aea5b7ddfc40499675b7750eebf0535cb82510215d27080f65
cloud	POST	/servers/{id}/actions/enable_rescue	Server Actions	enable_server_rescue	no	no	no	starts-action	302738f20c63a74ac68587bc464f5a28106468a4a916f9977a52ba49957a1cd8
cloud	POST	/servers/{id}/actions/poweroff	Server Actions	poweroff_server	no	no	no	starts-action	61c6252e6ac25b6523550a9cdcbbc8c0fc2ae39c7a08ccbccf8ac554b5c26c07
cloud	POST	/servers/{id}/actions/poweron	Server Actions	poweron_server	no	no	no	starts-action	217f91861444e3955f91efbaa551b7dee1ab844dc599f23ea50797ca6690cf55
cloud	POST	/servers/{id}/actions/reboot	Server Actions	reboot_server	no	no	no	starts-action	75a86c5e97be8d024c3ed177e718306e9948c11677146477d869431d5a4c0700
cloud	POST	/servers/{id}/actions/rebuild	Server Actions	rebuild_server	no	no	no	starts-action	1b549e8ecde4ed1583e1f0b13f6a7d4f3f15c11e76ee0145552bbb1f16503361
