operation_id	api	service	method	path	endpoint_policy	authentication	authentication_scope	query_policy	body_policy	request_headers	request_media	success_status	success_shape	success_root	success_required	success_body	success_media	success_body_max_bytes	error_body	error_media	error_body_max_bytes	pagination	quota	retry	streaming	permit_class	response_identity
get_server_metrics	cloud	cloud	GET	/servers/{id}/metrics	cloud-v1	bearer	required-service	required	forbidden	accept-json	forbidden	200	metrics	-	metrics	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
get_server_type	cloud	cloud	GET	/server_types/{id}	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	resource	server_type	server_type	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
get_servers_action	cloud	cloud	GET	/servers/actions/{id}	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
get_ssh_key	cloud	security	GET	/ssh_keys/{id}	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	resource	ssh_key	ssh_key	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
get_storage_box	hetzner	storage	GET	/storage_boxes/{id}	console-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	resource	storage_box	storage_box	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	exact-resource
get_storage_box_snapshot	hetzner	storage	GET	/storage_boxes/{id}/snapshots/{snapshot_id}	console-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	resource	snapshot	snapshot	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	exact-resource
get_storage_box_subaccount	hetzner	storage	GET	/storage_boxes/{id}/subaccounts/{subaccount_id}	console-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	resource	subaccount	subaccount	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	exact-resource
get_storage_box_type	hetzner	storage	GET	/storage_box_types/{id}	console-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	resource	storage_box_type	storage_box_type	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	exact-resource
get_storage_boxes_action	hetzner	storage	GET	/storage_boxes/actions/{id}	console-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
get_volume	cloud	cloud	GET	/volumes/{id}	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	resource	volume	volume	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
get_volumes_action	cloud	cloud	GET	/volumes/actions/{id}	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
get_zone	cloud	dns	GET	/zones/{id_or_name}	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	resource	zone	zone	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
get_zone_rrset	cloud	dns	GET	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	resource	rrset	rrset	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
get_zone_zonefile	cloud	dns	GET	/zones/{id_or_name}/zonefile	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	zonefile	-	zonefile	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
get_zones_action	cloud	dns	GET	/zones/actions/{id}	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
import_zone_zonefile	cloud	dns	POST	/zones/{id_or_name}/actions/import_zonefile	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
list_certificate_actions	cloud	security	GET	/certificates/{id}/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_certificates	cloud	security	GET	/certificates	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	certificates	certificates,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_certificates_actions	cloud	security	GET	/certificates/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_firewall_actions	cloud	cloud	GET	/firewalls/{id}/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_firewalls	cloud	cloud	GET	/firewalls	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	firewalls	firewalls,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_firewalls_actions	cloud	cloud	GET	/firewalls/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_floating_ip_actions	cloud	cloud	GET	/floating_ips/{id}/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_floating_ips	cloud	cloud	GET	/floating_ips	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	floating_ips	floating_ips,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_floating_ips_actions	cloud	cloud	GET	/floating_ips/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_image_actions	cloud	cloud	GET	/images/{id}/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_images	cloud	cloud	GET	/images	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	images	images,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_images_actions	cloud	cloud	GET	/images/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_isos	cloud	cloud	GET	/isos	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	isos	isos,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_load_balancer_actions	cloud	cloud	GET	/load_balancers/{id}/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_load_balancer_types	cloud	cloud	GET	/load_balancer_types	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	load_balancer_types	load_balancer_types,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_load_balancers	cloud	cloud	GET	/load_balancers	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	load_balancers	load_balancers,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_load_balancers_actions	cloud	cloud	GET	/load_balancers/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_locations	cloud	cloud	GET	/locations	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	locations	locations,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_network_actions	cloud	cloud	GET	/networks/{id}/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_networks	cloud	cloud	GET	/networks	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	networks	meta,networks	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_networks_actions	cloud	cloud	GET	/networks/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_placement_groups	cloud	cloud	GET	/placement_groups	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	placement_groups	meta,placement_groups	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_primary_ip_actions	cloud	cloud	GET	/primary_ips/{id}/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_primary_ips	cloud	cloud	GET	/primary_ips	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	primary_ips	meta,primary_ips	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_primary_ips_actions	cloud	cloud	GET	/primary_ips/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_server_actions	cloud	cloud	GET	/servers/{id}/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_server_types	cloud	cloud	GET	/server_types	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	server_types	meta,server_types	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_servers	cloud	cloud	GET	/servers	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	servers	meta,servers	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_servers_actions	cloud	cloud	GET	/servers/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_ssh_keys	cloud	security	GET	/ssh_keys	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	ssh_keys	meta,ssh_keys	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_storage_box_actions	hetzner	storage	GET	/storage_boxes/{id}/actions	console-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_storage_box_folders	hetzner	storage	GET	/storage_boxes/{id}/folders	console-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	200	folders	-	folders	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	none
list_storage_box_snapshots	hetzner	storage	GET	/storage_boxes/{id}/snapshots	console-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-list	snapshots	snapshots	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	parent-resource
list_storage_box_subaccounts	hetzner	storage	GET	/storage_boxes/{id}/subaccounts	console-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-list	subaccounts	subaccounts	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	none	parent-resource
list_storage_box_types	hetzner	storage	GET	/storage_box_types	console-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	storage_box_types	meta,storage_box_types	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_storage_boxes	hetzner	storage	GET	/storage_boxes	console-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	storage_boxes	meta,storage_boxes	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_storage_boxes_actions	hetzner	storage	GET	/storage_boxes/actions	console-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_volume_actions	cloud	cloud	GET	/volumes/{id}/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_volumes	cloud	cloud	GET	/volumes	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	volumes	meta,volumes	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_volumes_actions	cloud	cloud	GET	/volumes/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_zone_actions	cloud	dns	GET	/zones/{id_or_name}/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_zone_rrsets	cloud	dns	GET	/zones/{id_or_name}/rrsets	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	rrsets	meta,rrsets	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_zones	cloud	dns	GET	/zones	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	resource-page	zones	meta,zones	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
list_zones_actions	cloud	dns	GET	/zones/actions	cloud-v1	bearer	required-service	optional	forbidden	accept-json	forbidden	200	actions-page	-	actions,meta	required-json	application-json	8388608	required-json	application-json	8388608	numbered	hetzner	explicit	buffered	none	none
poweroff_server	cloud	cloud	POST	/servers/{id}/actions/poweroff	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
poweron_server	cloud	cloud	POST	/servers/{id}/actions/poweron	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	mutation	none
reboot_server	cloud	cloud	POST	/servers/{id}/actions/reboot	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	mutation	none
rebuild_server	cloud	cloud	POST	/servers/{id}/actions/rebuild	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	composite	-	-	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
remove_firewall_from_resources	cloud	cloud	POST	/firewalls/{id}/actions/remove_from_resources	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	actions	-	actions	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
remove_load_balancer_target	cloud	cloud	POST	/load_balancers/{id}/actions/remove_target	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
remove_server_from_placement_group	cloud	cloud	POST	/servers/{id}/actions/remove_from_placement_group	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
remove_zone_rrset_records	cloud	dns	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/remove_records	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
request_server_console	cloud	cloud	POST	/servers/{id}/actions/request_console	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	201	composite	-	action,password,wss_url	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	mutation	none
reset_server	cloud	cloud	POST	/servers/{id}/actions/reset	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
reset_server_password	cloud	cloud	POST	/servers/{id}/actions/reset_password	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	201	composite	-	-	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
reset_storage_box_password	hetzner	storage	POST	/storage_boxes/{id}/actions/reset_password	console-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
reset_storage_box_subaccount_password	hetzner	storage	POST	/storage_boxes/{id}/subaccounts/{subaccount_id}/actions/reset_subaccount_password	console-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
resize_volume	cloud	cloud	POST	/volumes/{id}/actions/resize	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	cost	none
retry_certificate	cloud	security	POST	/certificates/{id}/actions/retry	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	mutation	none
rollback_storage_box_snapshot	hetzner	storage	POST	/storage_boxes/{id}/actions/rollback_snapshot	console-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
set_firewall_rules	cloud	cloud	POST	/firewalls/{id}/actions/set_rules	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	actions	-	actions	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
set_zone_rrset_records	cloud	dns	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/set_records	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
shutdown_server	cloud	cloud	POST	/servers/{id}/actions/shutdown	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
unassign_floating_ip	cloud	cloud	POST	/floating_ips/{id}/actions/unassign	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
unassign_primary_ip	cloud	cloud	POST	/primary_ips/{id}/actions/unassign	cloud-v1	bearer	required-service	forbidden	forbidden	accept-json	forbidden	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	destructive	none
update_certificate	cloud	security	PUT	/certificates/{id}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	certificate	certificate	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_firewall	cloud	cloud	PUT	/firewalls/{id}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	firewall	firewall	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_floating_ip	cloud	cloud	PUT	/floating_ips/{id}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	floating_ip	floating_ip	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_image	cloud	cloud	PUT	/images/{id}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	image	-	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_load_balancer	cloud	cloud	PUT	/load_balancers/{id}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	load_balancer	load_balancer	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_load_balancer_service	cloud	cloud	POST	/load_balancers/{id}/actions/update_service	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	mutation	none
update_network	cloud	cloud	PUT	/networks/{id}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	network	-	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_placement_group	cloud	cloud	PUT	/placement_groups/{id}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	placement_group	placement_group	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_primary_ip	cloud	cloud	PUT	/primary_ips/{id}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	primary_ip	primary_ip	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_server	cloud	cloud	PUT	/servers/{id}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	server	-	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_ssh_key	cloud	security	PUT	/ssh_keys/{id}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	ssh_key	ssh_key	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_storage_box	hetzner	storage	PUT	/storage_boxes/{id}	console-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	storage_box	storage_box	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	exact-resource
update_storage_box_access_settings	hetzner	storage	POST	/storage_boxes/{id}/actions/update_access_settings	console-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	mutation	none
update_storage_box_snapshot	hetzner	storage	PUT	/storage_boxes/{id}/snapshots/{snapshot_id}	console-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	snapshot	snapshot	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	exact-resource
update_storage_box_subaccount	hetzner	storage	PUT	/storage_boxes/{id}/subaccounts/{subaccount_id}	console-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	subaccount	subaccount	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	exact-resource
update_storage_box_subaccount_access_settings	hetzner	storage	POST	/storage_boxes/{id}/subaccounts/{subaccount_id}/actions/update_access_settings	console-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	201	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	mutation	none
update_volume	cloud	cloud	PUT	/volumes/{id}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	volume	volume	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_zone	cloud	dns	PUT	/zones/{id_or_name}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	zone	zone	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_zone_rrset	cloud	dns	PUT	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	resource	rrset	rrset	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	explicit	buffered	mutation	none
update_zone_rrset_records	cloud	dns	POST	/zones/{id_or_name}/rrsets/{rr_name}/{rr_type}/actions/update_records	cloud-v1	bearer	required-service	forbidden	json	accept-json+content-type-json	application-json	200	action	-	action	required-json	application-json	8388608	required-json	application-json	8388608	none	hetzner	never	buffered	mutation	none
